Row	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
895739	XUwJ9E07Zd	Unit CTA1_12, Section CTA1_12-6	SYSFB03	1	XLabel	2006-02-21 09:20:11.0	2006-02-21 09:20:47.0	2006-02-21 09:20:47.0	2006-02-21 09:20:47.0	36	36		1	0	0	1	Labelling the axes	1
895843	XUwJ9E07Zd	Unit ES_05, Section ES_05-8	EG61	2	8.63-0.95y = -7.49-4.77y	2006-02-21 09:39:32.0	2006-02-21 09:39:46.0	2006-02-21 09:39:46.0	2006-02-21 09:39:46.0	14	14		1	0	0	1		
896299	XUwJ9E07Zd	Unit CTA1_14, Section CTA1_14-4	IPCEVEREST	1	R5C1	2006-03-14 08:54:57.0	2006-03-14 08:55:01.0	2006-03-14 08:55:07.0	2006-03-14 08:55:07.0	10		10	0	1	0	1	Entering a given	93
896552	XUwJ9E07Zd	Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2	P-2X-2YGE9	2	GraphButton1	2006-04-25 08:55:27.0	2006-04-25 08:55:33.0	2006-04-25 08:55:33.0	2006-04-25 08:55:33.0	6	6		1	0	0	1		
896888	XUwJ9E07Zd	Unit CTA1_15, Section CTA1_15-3	SYS09	1	R7C1	2006-05-16 08:46:07.0	2006-05-16 08:46:21.0	2006-05-16 08:46:21.0	2006-05-16 08:46:21.0	14	14		1	0	0	1	Entering a given~~Convert unit, standard	141~~14
897130	XUwJ9E07Zd	Unit QUAD-ADD-AREA-ALG1, Section QUAD-ADD-AREA-ALG1-1	NEWSQUARE5TRE	1	yMax	2006-05-22 08:57:13.0	2006-05-22 08:57:19.0	2006-05-22 08:57:19.0	2006-05-22 08:57:19.0	6	6		1	0	0	2	Changing axis bounds	38
897230	XUwJ9E07Zd	Unit QUADRATICS-FACTORING_ES, Section QUADRATICS-FACTORING_ES-1	EG-FACTOR08	1	c-factor-2	2006-05-25 09:27:09.0	2006-05-25 09:27:10.0	2006-05-25 09:27:10.0	2006-05-25 09:27:46.0	5	5		1	1	0	2		
897482	YH4M65c5kP	Unit ES_02, Section ES_02-9	EG44	3	8y = 2/y*y	2006-04-04 08:54:27.0	2006-04-04 08:54:35.0	2006-04-04 08:54:35.0	2006-04-04 08:54:35.0	8	8		1	0	0	1		
897637	YH4M65c5kP	Unit CTA1_13, Section CTA1_13-1	PROP01	1	R5C1	2006-04-25 09:18:36.0	2006-04-25 09:18:41.0	2006-04-25 09:18:41.0	2006-04-25 09:18:41.0	5	5		1	0	0	1	Entering a given	29
897716	YH4M65c5kP	Unit CTA1_06, Section CTA1_06-2	BH1T20	1	YUnit	2006-05-09 09:12:00.0	2006-05-09 09:12:03.0	2006-05-09 09:12:03.0	2006-05-09 09:12:03.0	3	3		1	0	0	1		
897965	229ciAoz51	Unit ES_02, Section ES_02-9	EG44	4	1 = -5/x	2006-05-18 13:41:33.0	2006-05-18 13:44:19.0	2006-05-18 13:44:19.0	2006-05-18 13:44:19.0	166	166		1	0	0	1	[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]	4
898213	63r5Aj4EeB	Unit ES_02, Section ES_02-9	EG44	3	7/y*y = -3y	2006-04-03 13:53:09.0	2006-04-03 13:53:15.0	2006-04-03 13:53:21.0	2006-04-03 13:53:21.0	12		12	0	1	0	1		
898282	63r5Aj4EeB	Unit CTA1_13, Section CTA1_13-1	PROP04	3	R6C2	2006-04-11 14:27:54.0	2006-04-11 14:28:29.0	2006-04-11 14:28:29.0	2006-04-11 14:28:29.0	35	35		1	0	0	1	Find Y, Simple~~Using small numbers~~Using difficult numbers	3~~5~~5
898352	63r5Aj4EeB	Unit CTA1_01, Section CTA1_01-3	BH1T30	1	R2C1	2006-05-09 13:56:52.0	2006-05-09 13:57:07.0	2006-05-09 13:58:12.0	2006-05-09 13:58:12.0	80		80	0	2	0	1	Identifying units	8
898440	654Dd1132b	Unit CTA1_01, Section CTA1_01-4	JAN04A	1	R4C1	2006-03-23 13:49:10.0	2006-03-23 13:49:16.0	2006-03-23 13:49:16.0	2006-03-23 13:49:16.0	6	6		1	0	0	1	Entering a given	16
898504	654Dd1132b	Unit CTA1_02, Section CTA1_02-2	BH1T23	1	R7C1	2006-03-23 14:32:04.0	2006-03-23 14:32:05.0	2006-03-23 14:32:05.0	2006-03-23 14:32:05.0	1	1		1	0	0	1	Using simple numbers~~Using small numbers~~Find X, Simple	41~~23~~2
898935	6GOYcFMPF2	Unit ES_02, Section ES_02-8	EG41	5	24/1 = -y/2*-2/1	2006-05-01 09:24:02.0	2006-05-01 09:24:07.0	2006-05-01 09:24:13.0	2006-05-01 09:24:13.0	11		11	0	0	2	1		
899030	7H6yD0xNNn	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01-FIXED	1	y1R1	2006-02-28 14:09:31.0	2006-02-28 14:09:32.0	2006-02-28 14:09:32.0	2006-02-28 14:09:32.0	1	1		1	0	0	1		
899600	7H6yD0xNNn	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS03	5	row3-N-y	2006-03-28 14:01:34.0	2006-03-28 14:01:41.0	2006-03-28 14:01:41.0	2006-03-28 14:01:41.0	7	7		1	0	0	1		
899608	bw71rBaKg5	Unit CTA1_13, Section CTA1_13-1	PROP04	1	R6C1	2006-03-28 13:36:08.0	2006-03-28 13:36:20.0	2006-03-28 13:36:20.0	2006-03-28 13:36:20.0	12	12		1	0	0	1	Entering a given	3
899612	c6LS9kDJe1	Unit CTA1_13, Section CTA1_13-1	PROP04	1	R1C1	2006-03-01 14:26:42.0	2006-03-01 14:26:59.0		2006-03-01 14:27:56.0	74		74	0	4	2	0		
899785	c6LS9kDJe1	Unit CTA1_01, Section CTA1_01-4	REAL32A	1	R5C2	2006-05-18 14:18:23.0	2006-05-18 14:18:27.0	2006-05-18 14:18:27.0	2006-05-18 14:18:27.0	4	4		1	0	0	1	Using simple numbers~~Using small numbers~~Find Y, positive slope	55~~26~~12
899817	GrT3u8W8Wm	Unit CTA1_13, Section CTA1_13-1	PROP04	1	R1C1	2006-02-28 13:20:48.0	2006-02-28 13:26:38.0		2006-02-28 13:26:38.0	350		350	0	1	0	0		
899823	j09c45Q1NN	Unit ES_02, Section ES_02-1	EG2-FIXED	1	y = 8/2	2006-02-28 14:21:11.0	2006-02-28 14:21:19.0	2006-02-28 14:21:19.0	2006-02-28 14:21:19.0	8	8		1	0	0	1		
899855	L24St09aez	Unit CTA1_02, Section CTA1_02-2	BH1T21	1	R3C2	2006-04-03 13:40:11.0	2006-04-03 13:40:25.0	2006-04-03 13:40:25.0	2006-04-03 13:40:25.0	14	14		1	0	0	1	Using simple numbers~~Write expression, positive slope~~Using large numbers	9~~2~~4
900184	N4Ab8Bvj98	Unit CTA1_08, Section CTA1_08-3	BH1T07	1	yScale	2006-03-28 14:00:17.0	2006-03-28 14:00:26.0	2006-03-28 14:00:26.0	2006-03-28 14:00:26.0	9	9		1	0	0	2	Changing axis intervals	13
900318	oqL48822V2	Unit CTA1_02, Section CTA1_02-3	L3NOV10C	2	R4C2	2006-04-06 13:31:12.0	2006-04-06 13:31:51.0	2006-04-06 13:31:51.0	2006-04-06 13:31:51.0	39	39		1	0	0	1	Using simple numbers~~Using large numbers~~Find Y, positive slope	33~~2~~18
900504	oqL48822V2	Unit CTA1_08, Section CTA1_08-3	DEC04	1	Intercept Field 1	2006-04-25 14:23:26.0	2006-04-25 14:24:35.0	2006-04-25 14:24:35.0	2006-04-25 14:24:35.0	69	69		1	0	0	1	Entering the y-intercept	9
900676	Zxu8oS1jJ2	Unit CTA1_08, Section CTA1_08-3	FEB08	1	Formula 1 Coeff 1	2006-03-23 14:33:39.0	2006-03-23 14:33:44.0		2006-03-23 14:35:06.0	59		59	0	8	6	0	Setting the slope	7
900721	Zxu8oS1jJ2	Unit ES_04, Section ES_04-1	EG40	3	6 = 5-3x	2006-04-10 13:52:14.0	2006-04-10 13:53:54.0	2006-04-10 13:53:54.0	2006-04-10 13:53:54.0	100	100		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	3
900771	8r7mHkuKX9	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	3	FinalAnswer	2006-03-17 12:08:53.0	2006-03-17 12:09:03.0	2006-03-17 12:09:03.0	2006-03-17 12:09:03.0	10	10		1	0	0	1	perform-mult-sp	18
900816	8r7mHkuKX9	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS03	3	(2(x^4)(y^4))/((x^2)(y^2))	2006-03-17 12:26:20.0	2006-03-17 12:26:23.0	2006-03-17 12:26:23.0	2006-03-17 12:26:23.0	3	3		1	0	0	1		
900821	8r7mHkuKX9	Unit CTA1_20, Section CTA1_20-1	2PTS03	1	R2C2	2006-03-17 12:28:22.0	2006-03-17 12:28:24.0	2006-03-17 12:28:24.0	2006-03-17 12:28:24.0	2	2		1	0	0	1	Identifying units	2
900905	8r7mHkuKX9	Unit CTA1_24, Section CTA1_24-1	REAL06	1	R4C1	2006-04-04 12:24:59.0	2006-04-04 12:25:04.0	2006-04-04 12:25:04.0	2006-04-04 12:25:04.0	5	5		1	0	0	1	Entering a given	29
901108	8r7mHkuKX9	Unit CTA1_25, Section CTA1_25-1	BH1T05	1	YUnit	2006-04-06 12:45:41.0	2006-04-06 12:45:43.0	2006-04-06 12:45:43.0	2006-04-06 12:45:43.0	2	2		1	0	0	1		
901251	eqyJr5jsoU	Unit CTA1_01, Section CTA1_01-4	L1FB12C	2	R3C2		2006-04-19 12:13:00.0	2006-04-19 12:13:00.0	2006-04-19 12:13:00.0				1	0	0	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	34~~10~~6
901419	eqyJr5jsoU	Unit CTA1_02, Section CTA1_02-4	BH1T29B	1	R3C2	2006-04-27 12:08:58.0	2006-04-27 12:09:17.0	2006-04-27 12:10:50.0	2006-04-27 12:10:50.0	47		47	0	2	0	1	Using simple numbers~~Using large numbers~~Write expression, negative slope	77~~39~~6
901667	eqyJr5jsoU	Unit CTA1_08, Section CTA1_08-2	BH1T04	1	yMax	2006-05-23 13:17:27.0	2006-05-23 13:17:47.0	2006-05-23 13:17:47.0	2006-05-23 13:18:00.0	24	24		1	0	0	2	Changing axis bounds	37
901797	Exz0X2naK1	Unit CTA1_02, Section CTA1_02-4	REAL28	1	R2C2	2006-02-21 13:10:09.0	2006-02-21 13:10:21.0	2006-02-21 13:10:35.0	2006-02-21 13:10:35.0	26		26	0	1	0	1	Identifying units	7
901823	Exz0X2naK1	Unit ES_01, Section ES_01-1	EG4	1	9(4+2)	2006-02-23 12:05:00.0	2006-02-23 12:05:13.0	2006-02-23 12:05:13.0	2006-02-23 12:05:13.0	13	13		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]	3~~3
902095	Exz0X2naK1	Unit CTA1_08, Section CTA1_08-3	JAN12	1	R3C1	2006-03-06 14:19:14.0	2006-03-06 14:19:15.0	2006-03-06 14:19:15.0	2006-03-06 14:19:15.0	1	1		1	0	0	1	Define Variable	26
902206	Exz0X2naK1	Unit ES_04, Section ES_04-3	EG54	2	7 = 2(y+1)	2006-03-17 12:34:46.0	2006-03-17 12:34:52.0	2006-03-17 12:34:52.0	2006-03-17 12:34:52.0	6	6		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	6
902267	Exz0X2naK1	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	1	FinalAnswer	2006-04-03 12:29:37.0	2006-04-03 12:29:49.0	2006-04-03 12:29:49.0	2006-04-03 12:29:49.0	12	12		1	0	0	1	perform-mult-sp	16
902376	Exz0X2naK1	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS09	2	row3-N-constant factors	2006-04-06 13:07:32.0	2006-04-06 13:07:36.0	2006-04-06 13:07:36.0	2006-04-06 13:07:36.0	4	4		1	0	0	1		
902539	K46aEi2Oi7	Unit CTA1_08, Section CTA1_08-3	DEC04	1	R2C1	2006-02-21 12:44:50.0	2006-02-21 12:44:59.0	2006-02-21 12:44:59.0	2006-02-21 12:44:59.0	9	9		1	0	0	1	Identifying units	15
902656	K46aEi2Oi7	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01-FIXED	1	x1R1	2006-04-03 12:15:01.0	2006-04-03 12:15:05.0	2006-04-03 12:15:05.0	2006-04-03 12:15:05.0	4	4		1	0	0	1		
902880	K46aEi2Oi7	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS07	5	row3-N-constant factors	2006-05-16 12:14:09.0	2006-05-16 12:14:17.0	2006-05-16 12:14:22.0	2006-05-16 12:14:22.0	13		13	0	1	0	1		
903142	KiDu7A3iD8	Unit CTA1_02, Section CTA1_02-3	BH1T39B	1	XLabel	2006-02-17 13:02:24.0	2006-02-17 13:02:32.0	2006-02-17 13:02:32.0	2006-02-17 13:02:32.0	8	8		1	0	0	1	Labelling the axes	16
903434	KiDu7A3iD8	Unit ES_01, Section ES_01-6	EG21	2	x+8 = -9	2006-03-17 12:34:42.0	2006-03-17 12:34:56.0	2006-03-17 12:34:56.0	2006-03-17 12:34:56.0	14	14		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]	3~~2
903698	KiDu7A3iD8	Unit CTA1_08, Section CTA1_08-3	FEB08	1	yMax	2006-04-27 12:18:25.0	2006-04-27 12:18:30.0	2006-04-27 12:19:52.0	2006-04-27 12:19:52.0	11		11	0	1	0	1	Changing axis bounds	68
903774	KiDu7A3iD8	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS08	2	FinalAnswer	2006-04-27 12:38:10.0	2006-04-27 12:38:20.0	2006-04-27 12:38:20.0	2006-04-27 12:38:20.0	10	10		1	0	0	1	perform-mult-sp	25
904035	KiDu7A3iD8	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS08	7	pm-r-den-node	2006-05-22 12:06:11.0	2006-05-22 12:06:12.0	2006-05-22 12:06:12.0	2006-05-22 12:06:12.0	1	1		1	0	0	1		
904259	O46hm6g2nf	Unit CTA1_02, Section CTA1_02-4	BH1T29C	2	Point 1.2	2006-04-06 12:13:11.0	2006-04-06 12:13:51.0		2006-04-06 12:13:58.0	47		47	0	0	2	0	Correctly placing points	9
904544	O46hm6g2nf	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	Formula 1 Coeff 1	2006-04-24 12:32:28.0	2006-04-24 12:32:37.0	2006-04-24 12:32:40.0	2006-04-24 12:32:40.0	12		12	0	1	0	1	Setting the slope	16
904616	O46hm6g2nf	Unit ES_04, Section ES_04-1	EG4-FIXED	1	x+2 = 5	2006-04-25 12:32:05.0	2006-04-25 12:33:24.0	2006-04-25 12:34:08.0	2006-04-25 12:34:08.0	123		123	0	0	3	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]	1~~1
904687	O46hm6g2nf	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS01-FIXED	1	y2R1	2006-04-27 12:33:35.0	2006-04-27 12:33:40.0	2006-04-27 12:33:40.0	2006-04-27 12:33:40.0	5	5		1	0	0	1		
904809	O46hm6g2nf	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-2	EG-EQS07	1	row1-D-constant factors	2006-05-16 12:16:23.0	2006-05-16 12:16:45.0	2006-05-16 12:16:45.0	2006-05-16 12:23:55.0	24	24		1	0	0	3		
905076	O4PQ25r2dR	Unit CTA1_02, Section CTA1_02-4	REAL28	1	R5C2	2006-03-13 12:27:35.0	2006-03-13 12:27:52.0	2006-03-13 12:27:52.0	2006-03-13 12:27:52.0	17	17		1	0	0	1	Using simple numbers~~Using small numbers~~Find Y, negative slope	55~~34~~12
905220	O4PQ25r2dR	Unit ES_01, Section ES_01-8	EG24	1	5/-6 = x	2006-03-17 12:10:47.0	2006-03-17 12:10:57.0	2006-03-17 12:10:57.0	2006-03-17 12:10:57.0	10	10		1	0	0	1		
905368	O4PQ25r2dR	Unit CTA1_08, Section CTA1_08-2	BH1T04	1	Slope Field 1	2006-04-20 12:16:01.0	2006-04-20 12:16:19.0	2006-04-20 12:17:00.0	2006-04-20 12:17:00.0	30		30	0	1	0	1	Entering the slope	10
905466	O4PQ25r2dR	Unit ES_04, Section ES_04-2	EG40	1	9x/9 = 0/9	2006-04-27 12:55:33.0	2006-04-27 12:55:40.0	2006-04-27 12:55:40.0	2006-04-27 12:55:57.0	24	24		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	1
905483	O4PQ25r2dR	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS08	1	x1R1	2006-05-16 12:22:31.0	2006-05-16 12:22:36.0	2006-05-16 12:22:36.0	2006-05-16 12:22:36.0	5	5		1	0	0	1		
905710	wkQxI30ZH6	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	R2C2	2006-02-21 12:53:37.0	2006-02-21 12:53:40.0	2006-02-21 12:53:40.0	2006-02-21 12:53:40.0	3	3		1	0	0	1	Identifying units	21
905844	wkQxI30ZH6	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-2	EG-EPS09	2	yR2	2006-03-17 12:16:36.0	2006-03-17 12:16:42.0	2006-03-17 12:16:42.0	2006-03-17 12:16:42.0	6	6		1	0	0	1	perform-mult-row2-sp	12
905940	wkQxI30ZH6	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS01-FIXED	1	row1-D-x	2006-04-03 12:11:24.0	2006-04-03 12:11:26.0	2006-04-03 12:11:26.0	2006-04-03 12:11:26.0	2	2		1	0	0	1		
906026	wkQxI30ZH6	Unit CTA1_24, Section CTA1_24-1	PROP16	1	J/5 = 1600	2006-04-25 13:18:05.0	2006-04-25 13:18:14.0	2006-04-25 13:18:14.0	2006-04-25 13:18:14.0	9	9		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	1~~2
906302	XrH5AAPdtj	Unit CTA1_02, Section CTA1_02-4	BH1T29	1	R5C2	2006-02-23 12:28:32.0	2006-02-23 12:28:38.0	2006-02-23 12:28:38.0	2006-02-23 12:28:38.0	6	6		1	0	0	1	Using simple numbers~~Using large numbers~~Find Y, negative slope	56~~18~~2
906590	XrH5AAPdtj	Unit CTA1_08, Section CTA1_08-3	L5FB02	1	R3C2	2006-04-03 12:11:32.0	2006-04-03 12:11:33.0	2006-04-03 12:12:18.0	2006-04-03 12:12:18.0	40		40	0	2	5	1	Using simple numbers~~Using small numbers~~Write expression, positive slope	83~~59~~22
906712	XrH5AAPdtj	Unit EXPT-PRODUCT-SIMP-A_ES, Section EXPT-PRODUCT-SIMPLIFYING-A_ES-3	EG-EPS02	1	xR2	2006-04-20 12:22:10.0	2006-04-20 12:22:16.0	2006-04-20 12:22:16.0	2006-04-20 12:22:16.0	6	6		1	0	0	1	perform-mult-row2-sp	16
907073	XrH5AAPdtj	Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3	EG-EQS02	3	row3-D-x	2006-04-27 12:09:07.0	2006-04-27 12:09:08.0	2006-04-27 12:09:08.0	2006-04-27 12:09:08.0	1	1		1	0	0	1		
907170	XrH5AAPdtj	Unit CTA1_24, Section CTA1_24-1	PERCENT15	1	R4C1	2006-04-27 12:51:41.0	2006-04-27 12:51:48.0	2006-04-27 12:51:48.0	2006-04-27 12:51:48.0	7	7		1	0	0	1	Entering a given	88
907253	XrH5AAPdtj	Unit CTA1_25, Section CTA1_25-1	BH1T50	2	Point 1.2	2006-05-16 12:21:58.0	2006-05-16 12:22:22.0		2006-05-16 12:22:49.0	37		37	0	0	2	0	Correctly placing points	11
907462	12ws2Vy47j	Unit CTA1_06, Section CTA1_06-4	JAN09	1	R5C1	2006-04-04 13:40:40.0	2006-04-04 13:40:44.0	2006-04-04 13:40:44.0	2006-04-04 13:40:44.0	4	4		1	0	0	1	Using simple numbers~~Using large numbers~~Find X, positive slope	16~~12~~11
907847	12ws2Vy47j	Unit ES_03, Section ES_03-8	LIT3A	1	k-d = z	2006-04-19 13:43:40.0	2006-04-19 13:43:45.0	2006-04-19 13:43:45.0	2006-04-19 13:43:45.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	52
908193	12ws2Vy47j	Unit CTA1_08, Section CTA1_08-3	REAL37	1	XUnit	2006-04-25 13:40:14.0	2006-04-25 13:40:17.0	2006-04-25 13:40:17.0	2006-04-25 13:40:17.0	3	3		1	0	0	1		
908388	12ws2Vy47j	Unit ES_04, Section ES_04-13	LIT46	1	3 = -5h*n	2006-04-27 13:27:14.0	2006-04-27 13:27:19.0	2006-04-27 13:27:49.0	2006-04-27 13:27:49.0	35		35	0	2	3	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	99
908709	12ws2Vy47j	Unit CTA1_10, Section CTA1_10-4	DISTFB07_SP	1	-540+13.5G = 1500	2006-05-16 13:44:00.0	2006-05-16 13:44:05.0	2006-05-16 13:44:05.0	2006-05-16 13:44:05.0	5	5		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	144~~27
908859	12ws2Vy47j	Unit ES_07, Section ES_07-1	LIT51	1	x+m = q*(n+r)	2006-05-22 13:52:22.0	2006-05-22 13:52:35.0	2006-05-22 13:52:35.0	2006-05-22 13:52:35.0	13	13		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	142
909135	5Q69X4zFkC	Unit CTA1_06, Section CTA1_06-3	JAN06	1	R2C2	2006-04-21 10:27:28.0	2006-04-21 10:27:39.0	2006-04-21 10:27:39.0	2006-04-21 10:27:39.0	11	11		1	0	0	1	Identifying units	19
909712	6d2wZ1x370	Unit CTA1_06, Section CTA1_06-5	FBSMR2	1	R4C1	2006-04-06 14:26:32.0	2006-04-06 14:26:45.0	2006-04-06 14:26:45.0	2006-04-06 14:26:45.0	13	13		1	0	0	1	Entering a given	68
910070	6d2wZ1x370	Unit ES_03, Section ES_03-8	LIT17A	1	z+r-r = 0r-r	2006-04-19 21:43:46.0	2006-04-19 21:43:52.0	2006-04-19 21:43:52.0	2006-04-19 21:43:52.0	6	6		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	44
910233	6d2wZ1x370	Unit CTA1_08, Section CTA1_08-2	REAL31	1	Formula 1 Coeff 0	2006-04-20 14:14:01.0	2006-04-20 14:14:10.0	2006-04-20 14:14:10.0	2006-04-20 14:14:10.0	9	9		1	0	0	1	Setting the y-intercept	11
910845	6d2wZ1x370	Unit ES_04, Section ES_04-16	LIT58A	1	7+z*(c+q)-7 = s+g-7	2006-05-16 13:49:14.0	2006-05-16 13:49:22.0	2006-05-16 13:49:22.0	2006-05-16 13:49:32.0	18	18		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	53
911141	6d2wZ1x370	Unit CTA1_10, Section CTA1_10-6	DISTFB13_SP	1	R1C2	2006-05-22 13:45:44.0	2006-05-22 13:45:59.0	2006-05-22 13:45:59.0	2006-05-22 13:45:59.0	15	15		1	0	0	1		
